,reviews-title,reviews-text,stars,nlp-grade
4324,Dream come true,"Entering was quick and easy, the view is something else...❤️🏙️🇺🇸 Will definitely return as soon as possible",5.0,4.3616
4325,Awesome visit to the Empire State,We had a great time with my son visiting one of New Yorks iconic Building. IT was also very educating because of the tour the give you while going to the ibservatory,5.0,4.2498000000000005
4326,A little more then you expect.,"The special effects were cool. Still really expensive though. I am glad we saw it but, wouldn't go back.",4.0,4.0846
4327,unforgettable,"A unique experience, a unique view and many details in the tour. You must not miss it. 100% excellent",5.0,4.2606
4328,"Great view, but poor customer attendance","The view was worth it. However, I did not appreciate having to wait outside in a very cold morning until 6.20. If you ask people to arrive at least by 6.15, you should be prepared to open doors at that time. You would think that with tickets well over 100 bucks we deserve at least a cup of coffee after waiting in the cold for like half an hour...",4.0,4.26
4329,It’s was dream come true,It’s was fun I never thought that it is so exciting moment for me my dream come true specially when you go to 102 floor the world is completely change and u r in the air,5.0,4.809
4330,Wonderful experience,It was my dream to see the empire state building. The entry charges was definitely worth it. The view from the too of the building was worth it and the videos of the construction was simply amazing. I would definitely recommend it.,5.0,4.8492
4331,if your short of cash spend it on something else not value for money,don't go when its going dark as you wont get clear pictures as the light bounces back off the windows and the outside of the windows are blurred and dirty. long ques when you think it wont be long like 20 mins actually turns out to be more like an hour. not worth the money something you will do once and never again its kind of better looking at it rather than from it,3.0,1.5042
4332,A must have on your bucket list,"Yes: it’s not cheap but frankly what you get is an amazing 360degree of big apple! We were surprised how short the queues were to get up! Also we were pleasantly surprised about the museum/exhibition about the building. It brings home the making of history. Also we liked the interactive elevator, that has been not there last year. Nice touch. But even better are now the infrared heaters installed at the building to keep you warm whilst you enjoy amazing views.
Tip: come before sunset, so you can enjoy the city views three ways: Day/Dawn/night.

We enjoy that there is no time limit, so bring a warm coat, a head, scarfs, gloves and you reading for an amazing show up there. Take your time!",5.0,4.9904
4333,Visit,Our visit was really beautiful! The building was renovated really beautifully for a gorgeous updated experience. The newly done observation deck on the 102nd floor has a most breathtaking view. We really enjoyed!!,5.0,4.9382
4334,Empire State Building,Not having to wait in line was great but I think for the price that all 3 levels of the Empire Observatory should have been included.,4.0,3.7432
4335,Top of the World,There is no place like it. From here you can see where 8 million people live and work. Go there on a nice day so you can spend some time looking out at the 360 degree view.,5.0,3.9534000000000002
4336,Iconic. Must See.,"Visited late afternoon, moved swiftly through security and on to exhibition. Am not going to give too much away but this is one of the best visitor attractions I have seen. With this building it is not just about the height. It is about it's history and construction which was for it's day a wonder of the modern world. And that was before we got to the amazing views. They are truly amazing. Plenty of staff on hand, and all were friendly and helpful. They kept the ascent and descent to a minimum of waiting, very efficient.A good value, must see attraction.",5.0,4.9898
4337,One of the best and most important things to visit in NYC,The Empire State Building is iconic and one of the best things to do in New York City. We bought the Fast Pass and it made it so easy and you felt like royalty being ushered quickly to the elevators and up to the deck. Very worth the expense!,5.0,4.8347999999999995
4338,Solo Trip to the Empire State Building,"I went to the Empire state Building on a solo trip and had a fantastic time! I traveled to both observation decks and both were breathtaking. I will say that the top level was well worth the money with floor to celling windows. The attendant was very kind, chatty, and volunteered to take my picture. (I will say that on the level below the attendants were not as nice. I asked one to take my picture (as I was alone) and he stated ""I think you could ask someone else to take a photograph"". This is the only reason I am not giving 5 stars. I believe a few more attendants, like the lady on the top level, should be throughout. This is a big attraction and not everyone has someone to visit along with them. It really made me quite sad when he stated that and I was too shy to ask anyone else. Luckily, a lady overheard this and stopped to take my picture.

I went at 8:30 on a Monday morning and had bought my ticket ahead of time. Because of these two things I went through the line in less than 10 minute. I highly recommend this if you wish to avoid the crowds.",4.0,4.9154
